no;htobit;htobit_3;htobit_1;htobit_2;htobit_4;htobit_5
659;0.006587945;1142086.167;3;3;0;0
660;0.006704132;545932.107;0;1;0;0
661;0.004820838;731823.0224;4;2;0;0
662;0.003365679;1454683.682;1;2;0;0
663;0.039726105;1341384.537;2;4;0;0
664;0.003170449;1056002.213;1;2;1;0
665;0.008435044;1240538.856;1;2;3;1
666;0.038517203;974889.214;4;2;0;0
667;0.005843157;813258.8307;1;1;0;0
668;0.003852531;1021666.355;2;2;1;0
669;0.008895392;1227602.473;2;2;4;0
670;0.005168317;1843540.398;2;3;3;0
671;0.03376225;752437.7668;4;2;0;0
672;0.004028077;771584.1215;4;2;0;0
673;0.032611895;989087.1966;3;2;0;0
674;0.094365656;786409.1679;4;2;0;0
675;0.013899619;648507.0599;1;1;0;0
676;0.000101545;1418091.595;2;2;3;0
677;0.028532673;937031.3971;4;2;0;0
678;0.071474656;751650.9925;3;3;0;0
679;0.044420239;585678.9871;4;2;0;0
680;0;872105.0459;1;2;2;0
681;0.005242532;775960.7543;4;2;0;0
682;0.015095783;470595.0671;3;1;0;0
683;0.018071238;584353.9391;1;1;0;0
684;0.007710615;988248.0451;0;2;0;1
685;0;542776.802;4;1;0;0
686;0.014955552;809599.3518;1;2;2;0
687;0.013529407;718435.2458;4;2;0;0
688;0.09980084;932937.7431;4;2;0;0
689;0.029180851;1375490.858;4;2;0;0
690;0.073364794;1241112.777;4;1;0;0
691;0.005788465;891427.7263;4;4;0;0
692;0.058455057;578701.0697;4;2;0;0
693;0.00538396;1232550.57;0;2;2;0
694;0.004247028;777013.7678;1;1;0;0
695;0.009733328;1708767.782;1;2;3;0
696;0.00677942;617751.9482;1;1;2;0
697;0.012259523;1080302.545;2;3;0;0
698;0.023797885;1084088.144;3;3;0;0
699;0;808337.9616;3;1;0;0
700;0.026194414;726109.2335;4;1;0;0
701;0.027838307;1407485.383;3;2;0;0
702;0.017018097;1993760.712;1;2;0;0
703;0.055262621;531968.9899;4;1;0;0
704;0.062226154;978431.3845;4;1;0;0
705;0.001722603;1532563.868;3;2;0;0
706;0;265436.0081;4;1;0;0
707;0;722402.9217;2;3;1;0
708;0.015494757;1273463.582;1;2;2;0
709;0;753328.093;1;2;3;2
710;0.001991058;1121012.456;2;2;1;0
711;0.008932989;668981.2262;4;1;0;0
712;0;460643.8565;1;1;1;0
713;0.003779457;482608.8384;1;1;0;0
714;0.002833014;1092829.391;1;2;0;1
715;0.003645961;819537.2514;4;2;0;0
716;0.02575339;578254.2095;1;1;0;0
717;0.059042096;592898.7781;4;2;0;0
718;0.022986278;1021391.629;3;2;0;0
719;0.032594893;604020.9573;4;1;0;0
720;0.045205563;1191755.737;4;1;0;0
721;0;377691.902;4;1;0;0
722;0.005630361;338877.0769;1;2;0;0
723;0.028559374;639929.9026;1;2;0;0
724;0.018759158;786175.9592;4;2;0;0
725;0.005206786;343397.8525;4;2;0;0
726;0.034725867;1282818.832;0;2;1;1
727;0.021172941;1204886.47;4;3;0;0
728;0.010419485;443400.0918;4;2;0;0
729;0.044599928;1184845.188;2;4;1;0
730;0.009586051;817854.6942;1;2;0;0
731;0.074288711;887617.9491;4;2;0;0
732;0.037355892;751527.7078;4;2;0;0
733;0.015205604;466406.8169;4;1;0;0
734;0.0148535;1017134.079;2;1;1;0
735;0.001431344;679082.1014;4;2;0;0
736;0.003147258;484231.1848;4;1;0;0
737;0;607491.735;4;2;0;0
738;0.000796143;1040014.186;4;1;0;0
739;0.003807454;1446636.133;4;1;0;0
740;0.01724278;984991.5448;4;2;0;0
741;0.013709356;328243.0029;2;1;0;0
742;0;844692.1851;2;3;1;0
743;0.000771229;669062.2559;1;2;0;0
744;0.001462567;656379.8962;1;2;2;0
745;0.006425093;1353599.028;3;3;0;0
746;0.017465744;1511244.587;1;4;3;0
747;0.007237646;2065864.816;1;2;2;0
748;0;1052911.98;2;3;1;0
749;0.029042877;1366909.899;4;2;0;0
750;0.006154535;660976.1559;4;2;0;0
751;0;476428.9065;4;1;0;0
752;0.001083091;1318449.033;1;2;1;0
753;0.039602377;2002001.243;4;3;0;0
754;0.042957731;1061787.577;2;2;0;0
755;0.051989846;1453803.016;4;3;0;0
756;0.016364824;1149049.732;2;2;0;0
757;0.0016256;1476377.436;2;2;2;0
758;0.003220205;1076950.15;1;2;2;0
759;0;723312.2015;4;2;0;0
760;0.039384775;771033.9095;3;4;0;0
761;0.008752984;737576.8496;4;2;0;0
762;0.061496455;1103218.159;2;2;0;0
763;0.013891482;348126.9778;4;1;0;0
764;0;426895.8653;4;1;0;0
765;0.011511765;1407255.872;3;3;0;0
766;0;547860.838;1;1;0;0
767;0.00837608;1478496.562;0;2;1;1
768;0.005880251;889757.9332;2;2;1;0
769;0.003140767;2345924.212;2;3;0;0
770;0;994357.0699;1;1;0;0
771;0.013738004;1183578.055;2;3;0;0
772;0;948318.2672;0;2;2;0
773;0.00933469;1084020.944;3;1;0;0
774;0.009012816;726520.6783;4;2;0;0
775;0.028870586;1775648.194;2;2;1;0
776;0.013643745;864571.758;4;2;0;0
777;0;702966.2729;2;1;0;0
778;0.025296964;425980.0157;4;1;0;0
779;0.005413619;1817638.6;1;2;2;0
780;0.028153455;1089883.932;3;3;0;0
781;0.010571135;1137437.239;1;2;2;0
782;0.007022711;780895.2498;4;2;0;0
783;0.019674513;412920.0595;4;1;0;0
784;0.012870923;1956037.149;3;6;1;0
785;0.017411843;929711.8746;0;2;1;0
786;0.056897216;1049611.551;1;2;2;0
787;0.029510124;2836246.759;1;2;3;0
788;0.015913719;727673.8255;4;2;0;0
789;0.003899299;723206.6692;4;2;0;0
790;0.003370597;1424080.45;3;2;2;0
791;0.057377782;939021.8188;4;3;0;0
792;0.038821455;1421585.077;2;3;0;0
793;0.004763961;1002526.801;0;2;2;0
794;0.0060257;1991470.843;2;4;0;0
795;0;1099567.077;1;2;2;0
796;0.025125338;1157875.21;4;2;0;0
797;0.00943594;1307341.945;1;2;2;0
798;0.068919808;991239.24;4;2;0;0
799;0.005871284;1101632.716;2;1;0;0
800;0.014455913;467352.0844;4;2;0;0
801;0.016735215;985945.458;4;2;0;0
802;0.065379158;623685.1516;4;1;0;0
803;0;385894.1713;1;1;0;0
804;0.027488071;457070.8667;4;2;0;0
805;0.032152772;833022.8191;0;2;0;2
806;0.006327156;601218.1369;3;2;0;0
807;0.065866627;1383006.773;4;2;0;0
808;0.023415901;1044931.389;1;2;0;0
809;0.003811068;1209109.789;4;1;0;0
810;0.030334355;1001240.738;0;2;0;1
811;0;1127801.28;1;2;1;1
812;0.041241322;754485.6532;4;2;0;0
813;0.025513053;787831.6616;1;2;3;0
814;0.003151567;1294593.858;2;2;5;0
815;0.00159099;1493410.161;2;3;1;0
816;0.025035782;998410.7273;2;2;0;0
817;0.009592308;1065853.843;0;2;1;0
818;0.015017183;831047.8217;4;2;0;0
819;0.003910332;1009632.624;0;2;1;0
820;0.043428663;1660309.409;2;4;1;0
821;0.021406574;932236.9081;4;2;0;0
822;0;1021333.186;1;2;2;0
823;0.011281936;946645.724;3;3;0;0
824;0.040404737;693779.9844;3;2;0;0
825;0.010487302;492404.8967;4;1;0;0
826;0.01997968;1843473.59;2;3;2;0
827;0.005772062;1330547.303;1;2;0;0
828;0.003877572;1315255.413;3;2;0;0
829;0.066043578;879600.7888;4;3;0;0
830;0.010491099;1426924.45;2;2;1;0
831;0.018446738;1434399.903;2;4;1;0
832;0.009083992;1477214.015;4;2;0;0
833;0.019069403;1008106.681;1;2;0;0
834;0.004049185;2003366.828;2;2;2;0
835;0.026119811;365239.8555;4;2;0;0
836;0.021100631;1530285.519;1;2;2;0
837;0.018266996;1990475.903;4;2;0;0
838;0.04575672;1870676.35;1;2;0;1
839;0.020808402;1083023.784;2;3;1;0
840;0.013281006;913485.0746;1;1;1;0
841;0;927392.6559;4;2;0;0
842;0.011693534;552099.8432;0;1;2;0
843;0.01151753;1490770.556;1;2;1;1
844;0.018071251;1670719.476;2;2;2;0
845;0.010234982;860577.9669;4;1;0;0
846;0.019760165;913959.9842;1;2;1;0
847;0.05523188;1119787.958;1;2;0;1
848;0.046437643;827949.1985;4;3;0;0
849;0.0107148;1006084.953;1;2;2;0
850;0;765952.7852;4;2;0;0
851;0.025853684;860535.291;2;1;0;0
852;0.007726568;712864.7333;4;2;0;0
853;0;845078.943;4;2;0;0
854;0;1444332.624;2;2;0;0
855;0.007511673;646992.9736;4;1;0;0
856;0.035880353;424745.1955;4;1;0;0
857;0.00683787;1375867.387;2;2;2;0
858;0.001519835;2163393.736;1;2;2;0
859;0.024252515;1236243.483;1;2;2;0
860;0.001120456;2141985.595;2;2;2;0
861;0.000762617;2609436.49;2;4;0;0
862;0;895020.8039;2;2;0;0
863;0;400750.1653;4;1;0;0
864;0.085262902;1287722.971;1;2;0;0
865;0;956551.1607;2;2;0;0
866;0.003501452;1430263.724;1;2;0;1
867;0.003635655;1109015.74;2;4;2;0
868;0.006990017;858367.3532;3;2;0;0
869;0.003751206;1551500.501;2;4;0;0
870;0.011255487;1621608.66;1;2;3;0
871;0.012812954;1005856.623;1;2;1;0
872;0.003317157;602925.7487;1;3;0;0
873;0;642392.857;0;1;0;0
874;0.015476951;1025007.938;4;5;0;0
875;0.009481705;365757.1281;3;2;0;0
876;0;877824.2177;4;2;0;0
877;0.009249443;1140392.662;1;1;2;0
878;0.006642374;1503077.637;1;2;0;1
879;0.013373083;1659752.148;1;2;1;0
880;0;1017093.339;1;1;2;0
881;0;818486.7115;3;2;0;0
882;0;1600947.356;2;3;2;0
883;0.019421;2424386.123;3;3;2;0
884;0.028062066;1928012.277;2;2;4;0
885;0.01957294;919636.9723;4;1;0;0
886;0.01357122;1270629.739;1;2;1;0
887;0.003618232;530646.0117;3;1;0;0
888;0.002925477;2366793.813;2;4;0;0
889;0;1543498.673;4;3;0;0
890;0.018724604;1403234.096;2;3;0;0
891;0.00706381;594579.9256;4;2;0;0
892;0.012046015;1078863.205;2;5;1;0
893;0.015712371;1092133.421;2;3;0;0
894;0.02285186;1921244.911;2;2;3;0
895;0.00481316;575921.2632;1;2;2;0
896;0.007592455;810804.7151;2;2;0;0
897;0.014939967;1732534.793;1;2;2;0
898;0.047723923;362333.9499;1;2;1;0
899;0.018530868;1282185.272;2;3;0;0
900;0.010801183;1996447.295;2;2;2;0
901;0.010846345;1293338.857;2;2;2;0
902;0.034649298;754300.7557;4;2;0;0
903;0.025757248;1342690.001;2;4;5;0
904;0.018614417;468669.2025;4;1;0;0
905;0.015308791;1084082.974;4;2;0;0
906;0.001971863;906756.6878;3;2;0;0
907;0.011870742;1017964.751;1;2;0;0
908;0;572017.911;4;2;0;0
909;0.012625124;299402.9811;4;1;0;0
910;0.009956053;828943.1037;4;2;0;0
911;0.023346622;712736.9347;4;1;0;0
912;0.005140571;1390506.733;1;2;4;0
913;0.0236942;857424.8405;4;2;0;0
914;0.001839552;932836.3207;3;2;1;0
915;0.048364032;562236.2584;4;2;0;0
916;0.01818623;1837654.779;2;3;0;0
917;0;1389609.26;1;2;2;0
918;0.031743761;922763.64;4;2;0;0
919;0.013145635;775923.0145;3;2;0;0
920;0;378283.0841;0;1;0;0
921;0;1282221.956;4;2;0;0
922;0.032685325;939137.3481;1;1;0;0
923;0.097055502;289318.9402;4;2;0;0
924;0.022359386;846355.6938;4;2;0;0
925;0;1099394.066;2;2;1;0
926;0.002176846;2395209.015;1;2;0;0
927;0.023752244;773989.6451;4;2;0;0
928;0.009082068;867863.7211;1;2;0;0
929;0.018516071;870379.306;3;2;0;0
930;0;1165147.259;2;3;1;0
931;0;1070711.443;2;2;1;0
932;0.019001037;1996732.91;3;2;0;0
933;0.014181395;1554290.622;4;2;0;0
934;0.0237724;1140314.36;2;2;2;0
935;0.008759656;691807.797;4;2;0;0
936;0;491046.829;3;1;0;0
937;0.033320725;1290007.975;2;3;0;0
938;0.007988904;953822.9052;1;2;1;0
939;0.042256229;1742109.644;2;5;0;0
940;0.049151212;771985.2585;4;1;0;0
941;0.029610967;1542468.621;3;3;0;0
942;0;930050.6337;1;2;0;0
943;0.017517556;1189206.918;1;1;0;0
944;0;454553.9797;1;1;0;0
945;0.031102743;555577.9097;1;1;0;0
946;0.016559193;383351.8545;3;1;0;0
947;0.006138665;660729.7326;1;1;0;0
948;0.008675768;1546376.159;4;2;0;0
949;0.008737792;813019.9859;3;2;0;0
950;0.026070833;587322.8594;4;1;0;0
951;0.02296952;1974225.112;2;3;1;0
952;0.050749723;660378.2186;0;2;1;0
953;0.002788127;997085.2509;4;1;0;0
954;0.004319047;1265556.532;0;2;1;0
955;0;151201.9402;4;1;0;0
956;0.017455421;1085507.538;1;2;0;1
957;0;1137832.155;1;2;2;0
958;0.024751835;849229.9734;4;1;0;0
959;0;589645.1935;4;1;0;0
960;0.045562215;765370.8222;0;2;0;0
961;0.016736677;913443.2595;2;2;2;0
962;0.014261285;2095253.943;1;2;0;1
963;0.000879571;750366.0985;4;2;0;0
964;0;818789.6286;1;2;1;0
965;0.014473652;518183.0907;2;1;0;0
966;0;912354.129;4;2;0;0
967;0.012166202;1265473.257;2;3;0;0
968;0.00825404;1397134.365;1;2;0;0
969;0;1066407.967;4;1;0;0
970;0.003942131;943652.2955;0;2;0;0
971;0.016109986;1936686.473;1;2;1;1
972;0.04477746;1202747.654;3;2;1;0
973;0.032478493;545715.0427;4;2;0;0
974;0.002061621;1782577.485;1;2;0;1
975;0.015830081;1006690.565;1;2;3;0
976;0.018220032;1431172.44;1;2;2;0
977;0.015000681;616371.9722;4;1;0;0
978;0.030682117;801769.818;4;2;0;0
979;0.006009252;1409825.583;1;2;2;0
980;0.00101476;1052466.239;1;2;1;0
981;0.054840405;882487.8142;3;2;0;0
982;0.014742807;1573920.443;4;2;0;0
983;0.026607724;1447248.813;2;2;3;0
984;0.007081096;664303.9597;4;1;0;0
985;0.005416481;1491005.156;1;2;2;0
986;0.002597673;595917.9318;4;1;0;0
987;0.0065747;1248421.747;2;2;1;0
988;0.000373086;1608206.821;3;2;1;0
989;0.01677401;399188.9306;4;2;0;0
990;0.000417231;1581858.207;1;2;2;0
991;0.021774329;1059228.789;4;2;0;0
992;0.027809806;1347726.624;1;3;0;0
993;0.004283877;1394997.481;1;2;2;0
994;0.025333352;1065315.246;1;2;0;1
995;0.073644876;943011.7579;2;3;0;0
996;0.00475536;873120.3155;4;2;0;0
997;0.026573785;1245438.133;1;2;1;0
998;0.033073213;1183555.48;1;2;1;0
999;0.012178537;1207369.866;1;2;2;0
1000;0.01176697;768932.3067;4;3;0;0
1001;0.007852455;1441077.315;2;4;0;0
1002;0.034690719;1832593.462;4;2;0;0
1003;0.003890751;1428002.628;1;2;2;0
1004;0.003670836;934937.3015;3;2;0;0
1005;0.004393771;964092.0997;4;5;0;0
1006;0.010707686;474052.201;4;1;0;0
1007;0.001835395;1137630.34;3;6;0;0
1008;0.003002539;815309.7298;4;2;0;0
1009;0.006280442;1159791.539;1;2;2;0
1010;0.008192632;663523.2767;0;2;1;0
1011;0.016122116;890950.0803;4;2;0;0
1012;0.02273389;1706790.583;2;2;2;0
1013;0.009732071;2188229.328;2;2;0;0
1014;0.027149221;1533009.71;1;2;1;0
1015;0.038439762;778881.1506;1;2;0;0
1016;0.062646568;1095478.751;2;2;0;0
1017;0.022915144;1015922.283;4;2;0;0
1018;0.016186137;408991.8937;1;1;0;0
1019;0.01063093;1065570.283;0;2;1;1
1020;0.00745554;1842120.37;1;2;1;0
1021;0.014563704;869971.0131;1;1;2;0
1022;0.001230707;1218811.457;2;2;2;0
1023;0;723962.9795;4;2;0;0
1024;0.045285963;1233273.685;4;2;0;0
1025;0.014331409;986364.908;1;2;1;1
1026;0.008264614;2187640.913;1;2;2;0
1027;0.042167243;1010499.571;2;2;1;0
1028;0;408422.8241;4;1;0;0
1029;0.020805323;1063574.292;3;2;0;0
1030;0.023140613;825043.0781;2;2;2;0
1031;0.028683988;455376.1982;1;1;0;0
1032;0.050943539;718677.831;4;2;0;0
1033;0.002089178;1056874.707;0;2;1;0
1034;0.030567944;1343826.275;2;2;1;0
1035;0.062116079;1313089.724;4;2;0;0
1036;0.015932912;982117.5433;3;2;0;0
1037;0.022331625;938220.6695;4;2;0;0
1038;0.028308634;1068402.144;2;2;2;0
1039;0.002742711;1299443.869;2;2;2;0
1040;0.009816566;1019500.754;2;4;0;0
1041;0.010599067;930647.753;0;2;2;0
1042;0.000724852;1258188.042;1;2;2;1
1043;0.001919612;1687840.818;1;2;2;0
1044;0;1416707.416;1;2;0;0
1045;0.008298852;519108.0279;4;3;0;0
1046;0.01735202;1788955.361;3;2;0;0
1047;0.002351705;1020535.776;3;4;0;0
1048;0;836745.8805;1;1;0;0
1049;0.025077568;688105.2746;3;2;0;0
1050;0.006015304;1218890.499;2;4;1;0
1051;0.104646645;1112544.34;4;2;0;0
1052;0.001557873;1378803.124;3;2;0;0
1053;0;1934329.33;2;4;1;0
1054;0.009051729;564753.9301;4;2;0;0
1055;0.006492821;824295.1492;4;3;0;0
1056;0.013094217;1320583.26;0;2;1;1
1057;0.023286579;924481.2678;3;3;0;0
1058;0;1393214.591;0;2;1;0
1059;0.032006852;1226175.009;0;2;0;0
1060;0.055819727;831104.0946;4;2;0;0
1061;0.008364108;1075548.1;1;2;2;0
1062;0.045034718;1294690.162;4;2;0;0
1063;0.03372347;797071.2415;4;1;0;0
1064;0.015475451;479986.113;1;1;0;0
1065;0.027613118;2020670.554;1;2;2;0
1066;0.019059466;1311894.36;4;2;0;0
1067;0.00360057;1233138.436;1;2;2;0
1068;0.00016079;1940413.542;2;2;3;0
1069;0.015502982;1421145.888;4;3;0;0
1070;0.032803636;786863.7861;4;2;0;0
1071;0;1850692.271;3;2;1;0
1072;0.01376052;886012.7483;3;3;0;0
1073;0.03301964;1610587.359;2;2;0;0
1074;0.022254534;748971.2515;4;2;0;0
1075;0.044071399;1694818.55;2;2;2;0
1076;0.004515691;977701.9685;3;2;0;0
1077;0;542169.9588;4;2;0;0
1078;0.011081606;948598.6686;1;2;2;0
1079;0.003207407;1025127.203;1;2;1;0
1080;0.011135737;1004334.472;4;2;0;0
1081;0.013662746;1185706.527;0;2;0;0
1082;0.00633676;855958.3173;4;2;0;0
1083;0.01405661;834056.2218;4;2;0;0
1084;0.01318421;841005.9481;4;2;0;0
1085;0.013260392;1234051.359;3;2;0;0
1086;0.002774178;1831894.516;3;3;0;0
1087;0.00283053;797024.1138;1;3;1;0
1088;0.000480234;874573.7045;0;2;0;0
1089;0.008901588;363980.0702;2;1;0;0
1090;0.008235386;1276442.512;0;2;0;0
1091;0.018744171;802116.269;4;2;0;0
1092;0.002561933;1007051.611;4;2;0;0
1093;0;881450.7239;1;2;3;0
1094;0.008707449;1405693.236;4;2;0;0
1095;0.027785376;573970.9217;3;3;0;0
1096;0;536736.7629;4;2;0;0
1097;0.006844396;568055.9546;4;1;0;0
1098;0.014867832;1894291.106;2;2;3;0
1099;0.00577509;714794.0081;1;1;0;0
1100;0.019342024;1658358.231;4;3;0;0
1101;0.031798344;947911.3805;1;2;0;0
1102;0.009068564;1540266.617;3;1;0;0
1103;0.006182661;1187837.695;3;1;0;0
1104;0.027878622;774572.2521;1;3;0;0
1105;0;727889.6802;2;2;0;0
1106;0.007032881;1064712.949;1;2;1;0
1107;0;702773.8942;1;1;0;0
1108;0;483219.0573;1;1;0;0
1109;0.039856248;642207.8683;1;1;0;0
1110;0.004588196;912777.0901;3;4;0;0
1111;0.009611343;554344.7521;1;1;2;0
1112;0.040323813;888903.8643;2;1;0;0
1113;0.015628939;1042937.256;4;2;0;0
1114;0.009145541;800390.0896;4;2;0;0
1115;0.003025802;2292284.75;2;2;2;0
1116;0;454595.1638;4;1;0;0
1117;0.037245929;653709.3108;2;2;0;0
1118;0.023485005;1174706.775;4;2;0;0
1119;0;557856.113;4;2;0;0
1120;0;1761984.577;1;2;3;0
1121;0.020081611;775635.2165;4;2;0;0
1122;0.010470741;1131152.3;1;2;2;0
1123;0.002132779;669549.2785;2;2;0;0
1124;0.034221232;634342.8669;4;2;0;0
1125;0;517710.8719;1;1;0;0
1126;0.019762281;927321.9041;1;2;2;0
1127;0.007934723;1191850.074;1;2;0;0
1128;0.012260324;839782.1155;4;2;0;0
1129;0.02046559;795676.8339;4;2;0;0
1130;0.00783895;964414.8736;2;4;0;0
1131;0.026530823;1320728.1;2;3;1;0
1132;0.014177462;1384733.02;1;2;0;1
1133;0.006154015;1058820.763;0;2;0;0
1134;0.015632598;654017.9794;2;2;0;0
1135;0.019536272;602980.9507;4;2;0;0
1136;0.006538004;616701.8264;4;2;0;0
1137;0.006497192;956720.8521;3;3;0;0
1138;0;1032519.247;0;2;0;0
1139;0.021609364;1690840.65;3;2;0;0
1140;0.013613397;1056899.905;0;2;0;1
1141;0;595532.1731;3;2;0;0
1142;0.008579292;1674263.592;2;2;2;0
1143;0.008906582;1487326.893;3;3;0;0
1144;0.021203211;472004.143;4;1;0;0
1145;0.005971062;1125427.879;1;2;1;1
1146;0.031386238;775754.3179;4;2;0;0
1147;0.002584552;975024.0337;3;3;0;0
1148;0.027131088;646196.274;3;2;0;0
1149;0.000794915;784989.9912;1;1;1;0
1150;0.003219956;987591.364;1;2;2;0
1151;0;569558.0161;0;2;0;0
1152;0.012440583;1480638.499;1;2;2;0
1153;0.02646563;665617.9308;4;2;0;0
1154;0.014450721;1866757.41;2;2;3;0
1155;0.003149963;634928.1297;4;3;0;0
1156;0.004675594;410643.1585;4;2;0;0
1157;0.026207503;1098922.359;1;2;3;0
1158;0.001098005;1431687.09;3;3;1;0
1159;0;1263772.743;3;4;0;0
1160;0.040291414;463125.9993;2;1;0;0
1161;0.004735919;601783.742;1;1;0;0
1162;0.015271073;1335465.78;4;2;0;0
1163;0.016160229;798255.6685;4;2;0;0
1164;0.003021388;516318.9535;4;1;0;0
1165;0;577299.8585;4;1;0;0
1166;0;667600.7657;4;3;0;0
1167;0.031888351;2303443.408;3;2;0;0
1168;0.003383083;1325713.947;1;2;0;0
1169;0;839988.7676;2;2;0;0
1170;0.029905371;1125148.858;2;2;2;0
1171;0.024164811;1448056.458;0;2;3;0
1172;0;1430693.45;2;3;1;0
1173;0;959537.0058;2;2;3;0
1174;0.014769141;408690.1102;4;1;0;0
1175;0.007647629;1212924.474;4;1;0;0
1176;0.020709699;656503.8505;0;1;0;0
1177;0.06107337;915620.1834;4;2;0;0
1178;0.007407766;1549724.487;3;2;0;0
1179;0.010060828;1130721.961;1;2;1;0
1180;0.006057113;475473.8957;1;1;0;0
1181;0;385133.1268;4;1;0;0
1182;0.003249766;1030228.456;1;2;2;1
1183;0.005341002;1208761.604;1;2;1;0
1184;0;1010440.787;3;4;0;0
1185;0.005246913;1658117.855;2;2;0;0
1186;0;674419.1073;4;3;0;0
1187;0.01016072;1268414.14;2;4;1;0
1188;0.015389177;559873.955;4;1;0;0
1189;0.091240264;1291008.554;2;2;0;0
1190;0.006943485;1498383.278;2;3;1;0
1191;0.004792896;883807.5966;2;2;1;0
1192;0;774671.9816;4;2;0;0
1193;0.008417609;567381.8881;3;1;0;0
1194;0.006757494;1559158.649;2;2;2;0
1195;0;848020.8611;1;2;2;0
1196;0;427559.1708;4;1;0;0
1197;0.003246458;1737278.344;2;2;0;0
1198;0.003227565;985263.0576;1;2;3;0
1199;0.017440729;1172428.082;2;3;2;0
1200;0.004547596;738851.8223;4;3;0;0
1201;0.036353089;610347.0848;4;2;0;0
1202;0.016590901;1411134.403;2;2;4;0
1203;0;715755.1418;4;3;0;0
1204;0.017500062;773883.3611;1;2;0;0
1205;0.008291498;861123.0917;1;2;0;0
1206;0.015835185;840407.0332;4;2;0;0
1207;0.001706239;562641.2279;1;2;0;0
1208;0;615729.2345;2;2;2;0
1209;0.018256746;1685240.019;0;2;0;0
1210;0;856466.2099;3;3;0;0
1211;0.006982513;914284.2844;3;3;0;0
1212;0.008855347;918767.3658;1;2;0;0
1213;0;436402.1859;3;1;0;0
1214;0.000999614;1428551.558;0;2;1;0
1215;0;759342.9634;3;4;1;0
1216;0.016126435;944287.865;4;2;0;0
1217;0.028694466;667863.7637;4;2;0;0
1218;0.001774257;601942.1608;4;2;0;0
1219;0.006114161;1686740.176;3;3;1;0
1220;0.002676297;1044727.121;2;3;0;0
1221;0.020647863;2419863.305;1;2;2;0
1222;0.009216515;743448.2304;1;2;2;0
1223;0.003601332;966308.631;2;3;1;0
1224;0.032983478;1295194.023;1;2;2;0
1225;0.009947474;466248.9396;4;1;0;0
1226;0.003233223;849925.953;4;2;0;0
1227;0.022691289;825515.3066;4;2;0;0
1228;0.045402046;1607768.241;3;2;0;0
1229;0.023400519;763059.7596;3;3;0;0
1230;0;222784.0439;3;1;0;0
1231;0;686022.9382;4;2;0;0
1232;0.01115144;583243.2158;2;2;1;0
1233;0;451354.816;4;1;0;0
1234;0.010224055;651404.8366;3;3;0;0
1235;0;1802515.241;1;2;4;0
1236;0.005031667;663000.802;3;1;0;0
1237;0.010871318;1469187.534;4;2;0;0
1238;0;852749.7352;2;2;1;0
1239;0.010730947;968413.8837;2;2;2;0
1240;0.023351423;1491043.549;1;2;1;0
1241;0.051502597;1392124.177;1;2;4;1
1242;0.01877144;848309.6289;4;2;0;0
1243;0.051775835;1307328.23;4;2;0;0
1244;0.024377648;1862690.349;1;2;2;0
1245;0.009848946;1581488.648;2;2;2;0
1246;0.001581087;1085329.494;0;2;0;0
1247;0;486238.154;4;1;0;0
1248;0.02345774;2551141.218;1;4;0;0
1249;0.03603413;945104.1096;4;2;0;0
1250;0;1390929.82;4;3;0;0
1251;0.007489057;839625.1579;2;2;0;0
1252;0.016642019;1238791.51;1;2;3;0
1253;0.004840528;577623.1254;1;2;0;0
1254;0.003799807;686877.2561;3;2;0;0
1255;0.011119548;800751.981;4;2;0;0
1256;0.047445443;292125.007;2;1;0;0
1257;0.004404575;433186.1594;4;1;0;0
1258;0.001422436;506174.0823;4;1;0;0
1259;0.008479612;684937.1017;1;1;1;0
1260;0.010304824;1826620.848;3;2;2;0
1261;0.016288247;951851.943;1;2;2;0
1262;0.009414831;669156.6965;4;2;0;0
1263;0.01915535;1154559.529;2;3;1;0
1264;0;556637.0091;1;1;3;0
1265;0.009512095;512190.0346;0;2;0;0
1266;0.012444122;750956.7049;4;2;0;0
1267;0.020552304;2033153.92;2;2;2;0
1268;0;1110312.106;0;2;1;0
1269;0.012144268;795437.084;1;2;1;0
1270;0.010966823;1118282.146;2;3;1;0
1271;0.081771836;1173068.937;1;2;1;0
1272;0.066101253;1207602.479;1;2;2;0
1273;0.013804784;1632043.76;4;2;0;0
1274;0.044988692;928211.1151;1;2;2;0
1275;0.022337183;1408593.202;2;2;1;1
1276;0.010655191;1347699.633;4;2;0;0
1277;0.029142804;643108.8117;4;2;0;0
1278;0.001203918;976810.9915;1;2;3;0
1279;0.028901139;1097845.528;4;1;0;0
1280;0.012461362;1434834.977;1;2;1;0
1281;0.022680283;906867.3826;1;2;2;0
1282;0.002085814;966528.905;1;2;0;1
1283;0.006006961;509408.9799;2;2;1;0
1284;0.029024422;679290.0203;2;2;0;0
1285;0.004572527;780750.043;1;2;2;0
1286;0.014105849;1088910.455;4;2;0;0
1287;0.007072498;1094380.247;4;2;0;0
1288;0.002905917;2143213.644;3;3;0;0
1289;0.02672606;366833.0521;4;1;0;0
1290;0.027199894;828789.7528;4;1;0;0
1291;0.032847945;1948401.992;4;2;0;0
1292;0.035276391;1608016.653;2;2;3;0
1293;0.01055138;1119664.087;1;1;0;0
1294;0.005027513;942812.1286;4;2;0;0
1295;0.073188938;598778.8382;4;1;0;0
1296;0.002542333;826013.013;2;2;1;0
1297;0.002018192;1070265.311;2;4;1;1
1298;0.020690659;1009730.841;0;2;0;0
